study,dataset,variable,instrument,question,item
"twinlife","ZA6701_person_wid1_v4-0-0","ple0101u","wid1_F2F1_module15","ple0101u",1
"twinlife","ZA6701_person_wid1_v4-0-0","ple0102t","wid1_F2F1_module15","ple0102t",1
"twinlife","ZA6701_person_wid1_v4-0-0","ple0102u","wid1_F2F1_module15","ple0102u",1
"twinlife","ZA6701_person_wid1_v4-0-0","ple0103t","wid1_F2F1_module15","ple0103t",1
"twinlife","ZA6701_person_wid1_v4-0-0","ple0103u","wid1_F2F1_module15","ple0103u",1
"twinlife","ZA6701_person_wid1_v4-0-0","ple0200t","wid1_F2F1_module15","ple0200t",1
"twinlife","ZA6701_person_wid1_v4-0-0","ple0200u","wid1_F2F1_module15","ple0200t",3
"twinlife","ZA6701_person_wid1_v4-0-0","ple0201t","wid1_F2F1_module15","ple0200t",2
"twinlife","ZA6701_person_wid1_v4-0-0","ple0201u","wid1_F2F1_module15","ple0200t",4
"twinlife","ZA6701_person_wid1_v4-0-0","pop0100","wid1_F2F1_module15","pop0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","pop0300","wid1_F2F1_module15","pop0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","pop0301","wid1_F2F1_module15","pop0301",1
"twinlife","ZA6701_person_wid1_v4-0-0","pop0302","wid1_F2F1_module15","pop0302",1
"twinlife","ZA6701_person_wid1_v4-0-0","sat0100","wid1_F2F1_module15","sat0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","sat0101","wid1_F2F1_module15","sat0100",2
"twinlife","ZA6701_person_wid1_v4-0-0","sat0102","wid1_F2F1_module15","sat0100",3
"twinlife","ZA6701_person_wid1_v4-0-0","sat0103","wid1_F2F1_module15","sat0100",4
"twinlife","ZA6701_person_wid1_v4-0-0","sat0104","wid1_F2F1_module15","sat0100",5
"twinlife","ZA6701_person_wid1_v4-0-0","sat0105","wid1_F2F1_module15","sat0100",6
"twinlife","ZA6701_person_wid1_v4-0-0","sat0106","wid1_F2F1_module15","sat0100",7
"twinlife","ZA6701_person_wid1_v4-0-0","sat0107","wid1_F2F1_module15","sat0100",8
"twinlife","ZA6701_person_wid1_v4-0-0","sat0200t","wid1_F2F1_module15","sat0200t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sat0200u","wid1_F2F1_module15","sat0200u",1
"twinlife","ZA6701_person_wid1_v4-0-0","sef0100","wid1_F2F1_module15","ses0100",4
"twinlife","ZA6701_person_wid1_v4-0-0","sef0101","wid1_F2F1_module15","ses0100",5
"twinlife","ZA6701_person_wid1_v4-0-0","sef0102","wid1_F2F1_module15","ses0100",6
"twinlife","ZA6701_person_wid1_v4-0-0","ses0100","wid1_F2F1_module15","ses0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","ses0101","wid1_F2F1_module15","ses0100",2
"twinlife","ZA6701_person_wid1_v4-0-0","ses0102","wid1_F2F1_module15","ses0100",3
"twinlife","ZA6701_person_wid1_v4-0-0","sex","wid1_F2F1_module15","sex",1
"twinlife","ZA6701_person_wid1_v4-0-0","she0100","wid1_F2F1_module15","she0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","sle0200t","wid1_F2F1_module15","sle0200t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sle0200u","wid1_F2F1_module15","sle0200u",1
"twinlife","ZA6701_person_wid1_v4-0-0","sle0201t","wid1_F2F1_module15","sle0201t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sle0201u","wid1_F2F1_module15","sle0201u",1
"twinlife","ZA6701_person_wid1_v4-0-0","sle0300t","wid1_F2F1_module15","sle0300t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sle0300u","wid1_F2F1_module15","sle0300t",3
"twinlife","ZA6701_person_wid1_v4-0-0","sle0301t","wid1_F2F1_module15","sle0300t",2
"twinlife","ZA6701_person_wid1_v4-0-0","sle0301u","wid1_F2F1_module15","sle0300t",4
"twinlife","ZA6701_person_wid1_v4-0-0","sop0100","wid1_F2F1_module15","sop0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","sop0101","wid1_F2F1_module15","sop0100",2
"twinlife","ZA6701_person_wid1_v4-0-0","sop0102","wid1_F2F1_module15","sop0100",3
"twinlife","ZA6701_person_wid1_v4-0-0","sop0103","wid1_F2F1_module15","sop0100",4
"twinlife","ZA6701_person_wid1_v4-0-0","sop0104","wid1_F2F1_module15","sop0100",5
"twinlife","ZA6701_person_wid1_v4-0-0","sop0105","wid1_F2F1_module15","sop0100",6
"twinlife","ZA6701_person_wid1_v4-0-0","sop0106","wid1_F2F1_module15","sop0100",7
"twinlife","ZA6701_person_wid1_v4-0-0","sop0150","wid1_F2F1_module15","sop0100",8
"twinlife","ZA6701_person_wid1_v4-0-0","spa0500","wid1_F2F1_module15","spa0500",1
"twinlife","ZA6701_person_wid1_v4-0-0","spa0501","wid1_F2F1_module15","spa0500",2
"twinlife","ZA6701_person_wid1_v4-0-0","spa0502","wid1_F2F1_module15","spa0500",3
"twinlife","ZA6701_person_wid1_v4-0-0","spa0503","wid1_F2F1_module15","spa0500",4
"twinlife","ZA6701_person_wid1_v4-0-0","spa0504","wid1_F2F1_module15","spa0500",5
"twinlife","ZA6701_person_wid1_v4-0-0","sre0200t","wid1_F2F1_module15","sre0200t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0200u","wid1_F2F1_module15","sre0200u",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0201t","wid1_F2F1_module15","sre0200t",2
"twinlife","ZA6701_person_wid1_v4-0-0","sre0201u","wid1_F2F1_module15","sre0200u",2
"twinlife","ZA6701_person_wid1_v4-0-0","sre0202t","wid1_F2F1_module15","sre0200t",3
"twinlife","ZA6701_person_wid1_v4-0-0","sre0202u","wid1_F2F1_module15","sre0200u",3
"twinlife","ZA6701_person_wid1_v4-0-0","sre0300t","wid1_F2F1_module15","sre0300t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0300u","wid1_F2F1_module15","sre0300u",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0301t","wid1_F2F1_module15","sre0300t",2
"twinlife","ZA6701_person_wid1_v4-0-0","sre0301u","wid1_F2F1_module15","sre0300u",2
"twinlife","ZA6701_person_wid1_v4-0-0","sre0302t","wid1_F2F1_module15","sre0300t",3
"twinlife","ZA6701_person_wid1_v4-0-0","sre0302u","wid1_F2F1_module15","sre0300u",3
"twinlife","ZA6701_person_wid1_v4-0-0","sre0400t","wid1_F2F1_module15","sre0400t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0400u","wid1_F2F1_module15","sre0400u",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0401t","wid1_F2F1_module15","sre0400t",2
"twinlife","ZA6701_person_wid1_v4-0-0","sre0401u","wid1_F2F1_module15","sre0400u",2
"twinlife","ZA6701_person_wid1_v4-0-0","sre0402t","wid1_F2F1_module15","sre0402t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0402u","wid1_F2F1_module15","sre0402u",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0403t","wid1_F2F1_module15","sre0403t",1
"twinlife","ZA6701_person_wid1_v4-0-0","sre0403u","wid1_F2F1_module15","sre0403u",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsf0100","wid1_F2F1_module15","tsf0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsf0200","wid1_F2F1_module15","tsf0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsf0300","wid1_F2F1_module15","tsf0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsp0100","wid1_F2F1_module15","tsp0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsp0101","wid1_F2F1_module15","tsp0101",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsp0200","wid1_F2F1_module15","tsp0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsp0300","wid1_F2F1_module15","tsp0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","tsp0400","wid1_F2F1_module15","tsp0400",1
"twinlife","ZA6701_person_wid1_v4-0-0","tss0100","wid1_F2F1_module15","tss0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","tss0200","wid1_F2F1_module15","tss0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","tss0300","wid1_F2F1_module15","tss0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","sex","wid1_F2F1_module16","sex",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0100","wid1_F2F1_module17","ctb0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0101","wid1_F2F1_module17","ctb0101",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0102","wid1_F2F1_module17","ctb0102",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0103","wid1_F2F1_module17","ctb0103",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0105","wid1_F2F1_module17","ctb0105",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0106","wid1_F2F1_module17","ctb0106",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0107","wid1_F2F1_module17","ctb0107",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0108","wid1_F2F1_module17","ctb0108",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0200","wid1_F2F1_module17","ctb0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0201","wid1_F2F1_module17","ctb0201",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0202","wid1_F2F1_module17","ctb0202",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0203","wid1_F2F1_module17","ctb0203",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0204","wid1_F2F1_module17","ctb0204",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0205","wid1_F2F1_module17","ctb0205",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0206","wid1_F2F1_module17","ctb0206",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0207","wid1_F2F1_module17","ctb0207",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0208","wid1_F2F1_module17","ctb0208",1
"twinlife","ZA6701_person_wid1_v4-0-0","ctb0209","wid1_F2F1_module17","ctb0209",1
"twinlife","ZA6701_person_wid1_v4-0-0","sex","wid1_F2F1_module17","sex",1
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0101","wid1_F2F1_module2","hpr0101",1
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0102","wid1_F2F1_module2","hpr0101",2
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0103","wid1_F2F1_module2","hpr0101",3
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0104","wid1_F2F1_module2","hpr0101",4
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0105","wid1_F2F1_module2","hpr0101",5
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0106","wid1_F2F1_module2","hpr0101",6
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0107","wid1_F2F1_module2","hpr0101",7
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0108","wid1_F2F1_module2","hpr0101",8
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0109","wid1_F2F1_module2","hpr0101",9
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0110","wid1_F2F1_module2","hpr0101",10
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0111","wid1_F2F1_module2","hpr0101",11
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0112","wid1_F2F1_module2","hpr0101",12
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0113","wid1_F2F1_module2","hpr0101",13
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0114","wid1_F2F1_module2","hpr0101",14
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0115","wid1_F2F1_module2","hpr0101",15
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0116","wid1_F2F1_module2","hpr0101",16
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0120","wid1_F2F1_module2","hpr0101",17
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0198","wid1_F2F1_module2","hpr0101",18
"twinlife","ZA6701_person_wid1_v4-0-0","hpr0199","wid1_F2F1_module2","hpr0101",19
"twinlife","ZA6701_person_wid1_v4-0-0","inc0300","wid1_F2F1_module2","inc0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","inc0301","wid1_F2F1_module2","inc0300",2
"twinlife","ZA6701_person_wid1_v4-0-0","inc0302","wid1_F2F1_module2","inc0300",3
"twinlife","ZA6701_person_wid1_v4-0-0","inc0303","wid1_F2F1_module2","inc0300",4
"twinlife","ZA6701_person_wid1_v4-0-0","inc0304","wid1_F2F1_module2","inc0300",5
"twinlife","ZA6701_person_wid1_v4-0-0","inc0305","wid1_F2F1_module2","inc0300",6
"twinlife","ZA6701_person_wid1_v4-0-0","inc0306","wid1_F2F1_module2","inc0300",7
"twinlife","ZA6701_person_wid1_v4-0-0","inc0307","wid1_F2F1_module2","inc0300",8
"twinlife","ZA6701_person_wid1_v4-0-0","inc0308","wid1_F2F1_module2","inc0300",9
"twinlife","ZA6701_person_wid1_v4-0-0","inc0309","wid1_F2F1_module2","inc0300",10
"twinlife","ZA6701_person_wid1_v4-0-0","inc0310","wid1_F2F1_module2","inc0300",11
"twinlife","ZA6701_person_wid1_v4-0-0","inc0311","wid1_F2F1_module2","inc0300",12
"twinlife","ZA6701_person_wid1_v4-0-0","inc0312","wid1_F2F1_module2","inc0300",13
"twinlife","ZA6701_person_wid1_v4-0-0","inc0313","wid1_F2F1_module2","inc0300",14
"twinlife","ZA6701_person_wid1_v4-0-0","inc0314","wid1_F2F1_module2","inc0300",15
"twinlife","ZA6701_person_wid1_v4-0-0","inc0315","wid1_F2F1_module2","inc0300",16
"twinlife","ZA6701_person_wid1_v4-0-0","inc0316","wid1_F2F1_module2","inc0300",17
"twinlife","ZA6701_person_wid1_v4-0-0","inc0317","wid1_F2F1_module2","inc0300",18
"twinlife","ZA6701_person_wid1_v4-0-0","inc0318","wid1_F2F1_module2","inc0300",19
"twinlife","ZA6701_person_wid1_v4-0-0","inc0397","wid1_F2F1_module2","inc0300",20
"twinlife","ZA6701_person_wid1_v4-0-0","inc0398","wid1_F2F1_module2","inc0300",21
"twinlife","ZA6701_person_wid1_v4-0-0","inc0399","wid1_F2F1_module2","inc0300",22
"twinlife","ZA6701_person_wid1_v4-0-0","iva0100","wid1_F2F1_module2","iva0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","iva0101","wid1_F2F1_module2","iva0100",2
"twinlife","ZA6701_person_wid1_v4-0-0","iva0102","wid1_F2F1_module2","iva0100",3
"twinlife","ZA6701_person_wid1_v4-0-0","iva0103","wid1_F2F1_module2","iva0100",4
"twinlife","ZA6701_person_wid1_v4-0-0","iva0104","wid1_F2F1_module2","iva0104",1
"twinlife","ZA6701_person_wid1_v4-0-0","iva0201","wid1_F2F1_module2","iva0201",1
"twinlife","ZA6701_person_wid1_v4-0-0","iva0301","wid1_F2F1_module2","iva0301",1
"twinlife","ZA6701_person_wid1_v4-0-0","iva0400","wid1_F2F1_module2","iva0400",1
"twinlife","ZA6701_person_wid1_v4-0-0","iva0401","wid1_F2F1_module2","iva0400",2
"twinlife","ZA6701_person_wid1_v4-0-0","iva0402","wid1_F2F1_module2","iva0400",3
"twinlife","ZA6701_person_wid1_v4-0-0","iva0403","wid1_F2F1_module2","iva0400",4
"twinlife","ZA6701_person_wid1_v4-0-0","sex","wid1_F2F1_module3","sex",1
"twinlife","ZA6701_person_wid1_v4-0-0","sex","wid1_F2F1_module4","sex",1
"twinlife","ZA6701_person_wid1_v4-0-0","asc0100","wid1_F2F1_module5","asc0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","asc0101","wid1_F2F1_module5","asc0100",2
"twinlife","ZA6701_person_wid1_v4-0-0","asc0102","wid1_F2F1_module5","asc0100",3
"twinlife","ZA6701_person_wid1_v4-0-0","asc0103","wid1_F2F1_module5","asc0103",1
"twinlife","ZA6701_person_wid1_v4-0-0","asc0104","wid1_F2F1_module5","asc0103",2
"twinlife","ZA6701_person_wid1_v4-0-0","asc0105","wid1_F2F1_module5","asc0103",3
"twinlife","ZA6701_person_wid1_v4-0-0","asc0106","wid1_F2F1_module5","asc0103",4
"twinlife","ZA6701_person_wid1_v4-0-0","dev0100","wid1_F2F1_module5","dev0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","dev0101","wid1_F2F1_module5","dev0100",2
"twinlife","ZA6701_person_wid1_v4-0-0","dev0102","wid1_F2F1_module5","dev0100",3
"twinlife","ZA6701_person_wid1_v4-0-0","dev0103","wid1_F2F1_module5","dev0100",4
"twinlife","ZA6701_person_wid1_v4-0-0","eca0100","wid1_F2F1_module5","eca0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0102","wid1_F2F1_module5","eca0102",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0104","wid1_F2F1_module5","eca0104",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0105","wid1_F2F1_module5","eca0105",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0200","wid1_F2F1_module5","eca0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0201","wid1_F2F1_module5","eca0201",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0300","wid1_F2F1_module5","eca0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0301","wid1_F2F1_module5","eca0301",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0302","wid1_F2F1_module5","eca0301",2
"twinlife","ZA6701_person_wid1_v4-0-0","eca0303","wid1_F2F1_module5","eca0301",3
"twinlife","ZA6701_person_wid1_v4-0-0","eca0304","wid1_F2F1_module5","eca0301",4
"twinlife","ZA6701_person_wid1_v4-0-0","eca0305","wid1_F2F1_module5","eca0301",5
"twinlife","ZA6701_person_wid1_v4-0-0","eca0306","wid1_F2F1_module5","eca0301",6
"twinlife","ZA6701_person_wid1_v4-0-0","eca0307","wid1_F2F1_module5","eca0301",7
"twinlife","ZA6701_person_wid1_v4-0-0","eca0308","wid1_F2F1_module5","eca0301",8
"twinlife","ZA6701_person_wid1_v4-0-0","eca0309","wid1_F2F1_module5","eca0301",9
"twinlife","ZA6701_person_wid1_v4-0-0","eca0310","wid1_F2F1_module5","eca0301",10
"twinlife","ZA6701_person_wid1_v4-0-0","eca0311","wid1_F2F1_module5","eca0301",11
"twinlife","ZA6701_person_wid1_v4-0-0","eca0312","wid1_F2F1_module5","eca0301",12
"twinlife","ZA6701_person_wid1_v4-0-0","eca0313","wid1_F2F1_module5","eca0301",13
"twinlife","ZA6701_person_wid1_v4-0-0","eca0398","wid1_F2F1_module5","eca0301",14
"twinlife","ZA6701_person_wid1_v4-0-0","eca0399","wid1_F2F1_module5","eca0301",15
"twinlife","ZA6701_person_wid1_v4-0-0","eca0400","wid1_F2F1_module5","eca0400",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0401","wid1_F2F1_module5","eca0401",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0402","wid1_F2F1_module5","eca0401",2
"twinlife","ZA6701_person_wid1_v4-0-0","eca0403","wid1_F2F1_module5","eca0401",3
"twinlife","ZA6701_person_wid1_v4-0-0","eca0404","wid1_F2F1_module5","eca0401",4
"twinlife","ZA6701_person_wid1_v4-0-0","eca0405","wid1_F2F1_module5","eca0401",5
"twinlife","ZA6701_person_wid1_v4-0-0","eca0406","wid1_F2F1_module5","eca0401",6
"twinlife","ZA6701_person_wid1_v4-0-0","eca0407","wid1_F2F1_module5","eca0401",7
"twinlife","ZA6701_person_wid1_v4-0-0","eca0408","wid1_F2F1_module5","eca0401",8
"twinlife","ZA6701_person_wid1_v4-0-0","eca0409","wid1_F2F1_module5","eca0401",9
"twinlife","ZA6701_person_wid1_v4-0-0","eca0410","wid1_F2F1_module5","eca0401",10
"twinlife","ZA6701_person_wid1_v4-0-0","eca0411","wid1_F2F1_module5","eca0401",11
"twinlife","ZA6701_person_wid1_v4-0-0","eca0412","wid1_F2F1_module5","eca0401",12
"twinlife","ZA6701_person_wid1_v4-0-0","eca0413","wid1_F2F1_module5","eca0401",13
"twinlife","ZA6701_person_wid1_v4-0-0","eca0498","wid1_F2F1_module5","eca0401",14
"twinlife","ZA6701_person_wid1_v4-0-0","eca0499","wid1_F2F1_module5","eca0401",15
"twinlife","ZA6701_person_wid1_v4-0-0","eca0500","wid1_F2F1_module5","eca0500",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0600","wid1_F2F1_module5","eca0600",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0700","wid1_F2F1_module5","eca0700",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0701","wid1_F2F1_module5","eca0701",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0800","wid1_F2F1_module5","eca0800",1
"twinlife","ZA6701_person_wid1_v4-0-0","eca0801","wid1_F2F1_module5","eca0801",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0100","wid1_F2F1_module5","edu0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0200","wid1_F2F1_module5","edu0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0202","wid1_F2F1_module5","edu0202",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0203","wid1_F2F1_module5","edu0203",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0300","wid1_F2F1_module5","edu0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0301","wid1_F2F1_module5","edu0301",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0303","wid1_F2F1_module5","edu0303",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0305","wid1_F2F1_module5","edu0305",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0307","wid1_F2F1_module5","edu0307",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0400","wid1_F2F1_module5","edu0400",1
"twinlife","ZA6701_person_wid1_v4-0-0","edu0402","wid1_F2F1_module5","edu0402",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0100","wid1_F2F1_module5","emp0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0200","wid1_F2F1_module5","emp0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0300","wid1_F2F1_module5","emp0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0400","wid1_F2F1_module5","emp0400",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0600","wid1_F2F1_module5","emp0600",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0601","wid1_F2F1_module5","emp0601",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0602","wid1_F2F1_module5","emp0602",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0603","wid1_F2F1_module5","emp0603",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0604","wid1_F2F1_module5","emp0604",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0605","wid1_F2F1_module5","emp0605",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0606","wid1_F2F1_module5","emp0606",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0607","wid1_F2F1_module5","emp0607",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0700","wid1_F2F1_module5","emp0700",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0701","wid1_F2F1_module5","emp0701",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0702","wid1_F2F1_module5","emp0702",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0703","wid1_F2F1_module5","emp0703",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0704","wid1_F2F1_module5","emp0704",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0705","wid1_F2F1_module5","emp0705",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0706","wid1_F2F1_module5","emp0706",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0708","wid1_F2F1_module5","emp0708",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0800","wid1_F2F1_module5","emp0800",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0801","wid1_F2F1_module5","emp0801",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0802","wid1_F2F1_module5","emp0802",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0803","wid1_F2F1_module5","emp0803",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0804","wid1_F2F1_module5","emp0804",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0900","wid1_F2F1_module5","emp0900",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp0901","wid1_F2F1_module5","emp0900",2
"twinlife","ZA6701_person_wid1_v4-0-0","emp0902","wid1_F2F1_module5","emp0900",3
"twinlife","ZA6701_person_wid1_v4-0-0","emp0903","wid1_F2F1_module5","emp0900",4
"twinlife","ZA6701_person_wid1_v4-0-0","emp0998","wid1_F2F1_module5","emp0900",5
"twinlife","ZA6701_person_wid1_v4-0-0","emp0999","wid1_F2F1_module5","emp0900",6
"twinlife","ZA6701_person_wid1_v4-0-0","emp1000","wid1_F2F1_module5","emp1000",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp1001","wid1_F2F1_module5","emp1001",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp1002","wid1_F2F1_module5","emp1002",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp1100","wid1_F2F1_module5","emp1100",1
"twinlife","ZA6701_person_wid1_v4-0-0","emp1200","wid1_F2F1_module5","emp1200",1
"twinlife","ZA6701_person_wid1_v4-0-0","fam0100","wid1_F2F1_module5","fam0100",1
"twinlife","ZA6701_person_wid1_v4-0-0","fam0200","wid1_F2F1_module5","fam0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","fam0300","wid1_F2F1_module5","fam0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","imo0100","wid1_F2F1_module5","spa0100",2
"twinlife","ZA6701_person_wid1_v4-0-0","imo0101","wid1_F2F1_module5","spa0100",3
"twinlife","ZA6701_person_wid1_v4-0-0","imo0102","wid1_F2F1_module5","spa0100",4
"twinlife","ZA6701_person_wid1_v4-0-0","imo0103","wid1_F2F1_module5","spa0100",5
"twinlife","ZA6701_person_wid1_v4-0-0","imo0104","wid1_F2F1_module5","spa0100",6
"twinlife","ZA6701_person_wid1_v4-0-0","imo0105","wid1_F2F1_module5","spa0100",7
"twinlife","ZA6701_person_wid1_v4-0-0","imo0200","wid1_F2F1_module5","imo0200",1
"twinlife","ZA6701_person_wid1_v4-0-0","imo0201","wid1_F2F1_module5","imo0200",2
"twinlife","ZA6701_person_wid1_v4-0-0","imo0202","wid1_F2F1_module5","imo0200",3
"twinlife","ZA6701_person_wid1_v4-0-0","imo0300","wid1_F2F1_module5","imo0300",1
"twinlife","ZA6701_person_wid1_v4-0-0","imo0301","wid1_F2F1_module5","imo0300",2
"twinlife","ZA6701_person_wid1_v4-0-0","imo0302","wid1_F2F1_module5","imo0300",3
"twinlife","ZA6701_person_wid1_v4-0-0","imo0400","wid1_F2F1_module5","imo0300",4
"twinlife","ZA6701_person_wid1_v4-0-0","imo0401","wid1_F2F1_module5","imo0300",5
"twinlife","ZA6701_person_wid1_v4-0-0","imo0402","wid1_F2F1_module5","imo0300",6
"twinlife","ZA6701_person_wid1_v4-0-0","imo0500","wid1_F2F1_module5","imo0500",1
"twinlife","ZA6701_person_wid1_v4-0-0","imo0501","wid1_F2F1_module5","imo0500",3
"twinlife","ZA6701_person_wid1_v4-0-0","imo0502","wid1_F2F1_module5","imo0500",5
"twinlife","ZA6701_person_wid1_v4-0-0","imo0600","wid1_F2F1_module5","imo0600",1
"twinlife","ZA6701_person_wid1_v4-0-0","imo0601","wid1_F2F1_module5","imo0600",2
