study,dataset,name,concept,description,description_de
"twinlife","ZA6701_person_wid1_v7-0-0","igf0450","igf0450","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0460","igf0460","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0461","igf0461","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0462","igf0462","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0463","igf0463","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0464","igf0464","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0465","igf0465","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0466","igf0466","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0467","igf0467","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0468","igf0468","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0469","igf0469","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0470","igf0470","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0480","igf0480","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0481","igf0481","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0482","igf0482","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H. (2006). CFT 20-R. Grundintelligenztestskala 2. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-2-revision-cft-20-r-mit-wortschatztest-ws-und-zahlenfolgentest-zf-revision-ws-zf-r-90116.html#1+1)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0540","igf0540","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0541","igf0541","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0542","igf0542","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0543","igf0543","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0544","igf0544","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0545","igf0545","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0546","igf0546","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0547","igf0547","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0548","igf0548","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0549","igf0549","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
"twinlife","ZA6701_person_wid1_v7-0-0","igf0550","igf0550","The intelligence test was administered in F2F1 to all participating children aged 9 or younger (CFT-1) and respondents aged 10 years or older (CFT-20). New respondents in F2F2 were also given the opportunity to take the intelligence test. For the measurement of cognitive ability, the same test batteries were applied in both data collections. Also, all procedures for the calculation and validity checks were congruent. For a detailed description of the test batteries, checking routines and further recommendations on using the cognitive data, see Gottschling (2017) ([URL Link](https://www.twin-life.de/images/TwinLife/Series/twinlife_tr_02.pdf)). For F2F2 CFT-20 data, checking routines revealed two cases that seemed invalid and were set missing. Also, scores for particular subset were set invalid for 74 subtest scores due to e.g., complete missingness, interviewer comments or response patterns. Please note that - in rare cases - participants were falsely treated as new to the sample in F2F 2 and therefore took the test a second time. In these cases there are two test results (in F2F 1 and F2F 2).
Weiss, R. H., & Osterland, J. (2012). CFT 1-R: Grundintelligenztest Skala 1-Revision. Hogrefe. [[URL link]](https://www.testzentrale.de/shop/grundintelligenztest-skala-1-44125.html)",""
