study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale,number
twinlife,wid1_F2F1_module10,dia6101s,4,until (year),Erkrankung ist aufgetreten bis (Jahr),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6101s,cat,334
twinlife,wid1_F2F1_module10,dia6201s,0,"You have stated that [name of child] has been diagnosed with [name of illness]. In which period has the illness occured? If you cannot tell the exact period, please approximate.","Sie haben angegeben, dass bei [Name des Kindes] [Erkrankung] festgestellt worden ist/sind. In welchem Zeitraum ist die Erkrankung aufgetreten? Wenn Sie den genauen Zeitraum nicht nennen koennen, geben Sie bitte den ungefaehren Zeitraum an.",,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",dia6200s == 1,,dia6201s,txt,335
twinlife,wid1_F2F1_module10,dia6201s,1,Illness has occurred from (month):,Erkrankung ist aufgetreten von (Monat),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6201s,int,336
twinlife,wid1_F2F1_module10,dia6201s,2,Illness has occurred from (year):,Erkrankung ist aufgetreten von (Jahr),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6201s,int,337
twinlife,wid1_F2F1_module10,dia6201s,3,until (month):,Erkrankung ist aufgetreten bis (Monat),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6201s,cat,338
twinlife,wid1_F2F1_module10,dia6201s,4,until (year),Erkrankung ist aufgetreten bis (Jahr),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6201s,cat,339
twinlife,wid1_F2F1_module10,dia6301s,0,"You have stated that [name of child] has been diagnosed with [name of illness]. In which period has the illness occured? If you cannot tell the exact period, please approximate.","Sie haben angegeben, dass bei [Name des Kindes] [Erkrankung] festgestellt worden ist/sind. In welchem Zeitraum ist die Erkrankung aufgetreten? Wenn Sie den genauen Zeitraum nicht nennen koennen, geben Sie bitte den ungefaehren Zeitraum an.",,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",dia6300s == 1,,dia6301s,txt,340
twinlife,wid1_F2F1_module10,dia6301s,1,Illness has occurred from (month):,Erkrankung ist aufgetreten von (Monat),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6301s,int,341
twinlife,wid1_F2F1_module10,dia6301s,2,Illness has occurred from (year):,Erkrankung ist aufgetreten von (Jahr),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6301s,int,342
twinlife,wid1_F2F1_module10,dia6301s,3,until (month):,Erkrankung ist aufgetreten bis (Monat),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6301s,cat,343
twinlife,wid1_F2F1_module10,dia6301s,4,until (year),Erkrankung ist aufgetreten bis (Jahr),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6301s,cat,344
twinlife,wid1_F2F1_module10,dia6401s,0,"You have stated that [name of child] has been diagnosed with [name of illness]. In which period has the illness occured? If you cannot tell the exact period, please approximate.","Sie haben angegeben, dass bei [Name des Kindes] [Erkrankung] festgestellt worden ist/sind. In welchem Zeitraum ist die Erkrankung aufgetreten? Wenn Sie den genauen Zeitraum nicht nennen koennen, geben Sie bitte den ungefaehren Zeitraum an.",,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",dia6400s == 1,,dia6401s,txt,345
twinlife,wid1_F2F1_module10,dia6401s,1,Illness has occurred from (month):,Erkrankung ist aufgetreten von (Monat),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6401s,int,346
twinlife,wid1_F2F1_module10,dia6401s,2,Illness has occurred from (year):,Erkrankung ist aufgetreten von (Jahr),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6401s,int,347
twinlife,wid1_F2F1_module10,dia6401s,3,until (month):,Erkrankung ist aufgetreten bis (Monat),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6401s,cat,348
twinlife,wid1_F2F1_module10,dia6401s,4,until (year),Erkrankung ist aufgetreten bis (Jahr),dia50,,,"Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","Source: Adapted from: TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,dia6401s,cat,349
twinlife,wid1_F2F1_module10,hbe0500t,1,Is [name of child] taking any medication regularly?,Nimmt [Name des Kindes] regelmaessig Medikamente ein?,yn,,,Item developed for TwinLife.,Item developed for TwinLife.,,,hbe0500t,cat,350
twinlife,wid1_F2F1_module10,hbe0500u,1,Is [name of child] taking any medication regularly?,Nimmt [Name des Kindes] regelmaessig Medikamente ein?,yn,,,Item developed for TwinLife.,Item developed for TwinLife.,,,hbe0500u,cat,351
twinlife,wid1_F2F1_module10,hbe0500s,1,Is [name of child] taking any medication regularly?,Nimmt [Name des Kindes] regelmaessig Medikamente ein?,yn,,,Item developed for TwinLife.,Item developed for TwinLife.,,,hbe0500s,cat,352
twinlife,wid1_F2F1_module10,bdy0100s,1,"We are also interested in the current weight of [name of child]. Please give the height and weight of [name of child]. If you don't know exactly, please estimate.","Wir interessieren uns auch fuer das aktuelle Gewicht von [Name des Kindes]. Geben Sie bitte die Koerpergroesse und das Gewicht von [Name des Kindes] an. Wenn Sie die Groesse und das Gewicht Ihres Kindes nicht genau wissen, geben Sie bitte die ungefaehre Groesse/ das ungefaehre Gewicht an.",mis,,,Item developed for TwinLife.,Item developed for TwinLife.,,,bdy0100s,int,353
twinlife,wid1_F2F1_module10,bdy0200t,1,Please state the weight of [name of child].,"Wir interessieren uns auch fuer das aktuelle Gewicht von [Name des Kindes]. Geben Sie bitte das Gewicht von [Name des Kindes] an. Wenn Sie das Gewicht Ihres Kindes nicht genau wissen, geben Sie bitte das ungefaehre Gewicht an.",mis,,,Item developed for TwinLife.,Item developed for TwinLife.,,,bdy0200t,int,354
twinlife,wid1_F2F1_module10,bdy0200u,1,Please state the weight of [name of child].,"Wir interessieren uns auch fuer das aktuelle Gewicht von [Name des Kindes]. Geben Sie bitte das Gewicht von [Name des Kindes] an. Wenn Sie das Gewicht Ihres Kindes nicht genau wissen, geben Sie bitte das ungefaehre Gewicht an.",mis,,,Item developed for TwinLife.,Item developed for TwinLife.,,,bdy0200u,int,355
twinlife,wid1_F2F1_module10,bdy0200s,1,Please state the weight of [name of child].,"Wir interessieren uns auch fuer das aktuelle Gewicht von [Name des Kindes]. Geben Sie bitte das Gewicht von [Name des Kindes] an. Wenn Sie das Gewicht Ihres Kindes nicht genau wissen, geben Sie bitte das ungefaehre Gewicht an.",mis,,,Item developed for TwinLife.,Item developed for TwinLife.,,,bdy0200s,int,356
twinlife,wid1_F2F1_module10,net0203t,1,"How many close friends does [name of child] have? This includes family members, e.g. siblings or cousins, with whom there is a close relationship. Parents do not count as friends here.","Wie viele enge Freundinnen und Freunde hat [Name des Kindes]? Dazu zaehlen auch Familienmitglieder, z.B. Geschwister oder Cousins, zu denen eine enge Bindung besteht. Eltern zaehlen hier nicht als Freunde.",mis,,,"Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)","Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)",,,net0203t,int,357
twinlife,wid1_F2F1_module10,net0203u,1,"How many close friends does [name of child] have? This includes family members, e.g. siblings or cousins, with whom there is a close relationship. Parents do not count as friends here.","Wie viele enge Freundinnen und Freunde hat [Name des Kindes]? Dazu zaehlen auch Familienmitglieder, z.B. Geschwister oder Cousins, zu denen eine enge Bindung besteht. Eltern zaehlen hier nicht als Freunde.",mis,,,"Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)","Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)",,,net0203u,int,358
twinlife,wid1_F2F1_module10,net0203s,1,"How many close friends does [name of child] have? This includes family members, e.g. siblings or cousins, with whom there is a close relationship. Parents do not count as friends here.","Wie viele enge Freundinnen und Freunde hat [Name des Kindes]? Dazu zaehlen auch Familienmitglieder, z.B. Geschwister oder Cousins, zu denen eine enge Bindung besteht. Eltern zaehlen hier nicht als Freunde.",mis,,,"Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)","Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)",,,net0203s,int,359
twinlife,wid1_F2F1_module10,net0204t,1,And how many of those do not live in your household?,Und wie viele davon leben nicht bei Ihnen im Haushalt?,mis,,,"Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)","Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)",,,net0204t,int,360
twinlife,wid1_F2F1_module10,net0204u,1,And how many of those do not live in your household?,Und wie viele davon leben nicht bei Ihnen im Haushalt?,mis,,,"Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)","Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)",,,net0204u,int,361
twinlife,wid1_F2F1_module10,net0204s,1,And how many of those do not live in your household?,Und wie viele davon leben nicht bei Ihnen im Haushalt?,mis,,,"Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)","Berg, M., Cramer, R., Dickmann, C., Gilberg, R., Jesske, B., Kleudgen, M., Bethmann, A., Fuchs, B., Trappmann, M., & Wurdack, A. (2013). Codebuch und Dokumentation des Panel Arbeitsmarkt und soziale Sicherung (PASS) Band I: Datenreport Welle 6 [Panel Study Labour Market and Social Security (PASS): PASS personal questionnaire wave 6 2013]. 6, 1. [[URL link]](http://doku.iab.de/fdz/reporte/2013/DR_06-13_I.pdf)",,,net0204s,int,362
twinlife,wid1_F2F1_module10,ses0200t,0,"In the following, we want to learn a bit more about [Name]. Please rate the extent to which the following statements apply.","Im Folgenden wollen wir noch ein wenig mehr ueber [Name des Kindes] selbst erfahren. Bitte geben Sie an, inwiefern folgende Aussagen zutreffen.",,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",age0110t >= 4 & age0110t <= 12,,ses0200t,txt,363
twinlife,wid1_F2F1_module10,ses0200t,1,[Name of the child] is self-confident.,[Name des Kindes] ist selbstbewusst.,apl5_3,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",,,ses0200t,cat,364
